ProbeID	1 Avg_ctrl	1 Avg_treat	1 FoldChange	1 Rank_modT	1 Rank_WAD	1 RP_origPvalue	1 RP_correctedPvalue	1 Rank_RP	1 DEG	Homolog_GID	Description	Function	TAIR-annotation	AGI	Symbol	short_description
POPTR_0002s21740.1	29.06573136	74.82375746	2.574294675	13	305	3.0	0.023129032	114	DEG	AT4G03965.1	RING/U-box superfamily protein	---	"RING/U-box superfamily protein; FUNCTIONS IN: zinc ion binding; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: Zinc finger, RING-type (InterPro:IPR001841), Zinc finger, C3HC4 RING-type (InterPro:IPR018957); BEST Arabidopsis thaliana protein match is: RING/U-box superfamily protein (TAIR:AT4G22250.1); Has 1224 Blast hits to 1224 proteins in 176 species: Archae - 0; Bacteria - 0; Metazoa - 580; Fungi - 72; Plants - 352; Viruses - 38; Other Eukaryotes - 182 (source: NCBI BLink)."	---	---	--
POPTR_0001s30810.1	22.79848828	58.64022633	2.572110291	52	397	3.0	0.022761905	109	DEG	AT4G34215.1	Domain of unknown function (DUF303) 	"Encodes a member of the SGNH-hydrolase superfamily of enzymes. The enzymes of the SGNH-hydrolase superfamily facilitate the hydrolysis of ester, thioester and amide bonds in a range of substrates including complex polysaccharides, lysophospholipids, acyl-CoA esters and other compounds."	"Domain of unknown function (DUF303) ; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF303, acetylesterase putative (InterPro:IPR005181); BEST Arabidopsis thaliana protein match is: Domain of unknown function (DUF303)  (TAIR:AT3G53010.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."	---	---	--
POPTR_0010s13350.1	10.13280302	67.89484927	6.700500263	6	102	0	0	5	DEG	AT1G68440.1	---	---	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G25400.2); Has 86 Blast hits to 86 proteins in 29 species: Archae - 0; Bacteria - 6; Metazoa - 27; Fungi - 11; Plants - 24; Viruses - 0; Other Eukaryotes - 18 (source: NCBI BLink).	---	---	--
POPTR_0001s04470.1	543.0841599	454.7602236	-1.194220892	8219	14	7.0	0.037595506	227	DEG	AT2G20142.1	Toll-Interleukin-Resistance (TIR) domain family protein	---	"Toll-Interleukin-Resistance (TIR) domain family protein; FUNCTIONS IN: transmembrane receptor activity; INVOLVED IN: signal transduction, innate immune response; LOCATED IN: intrinsic to membrane; EXPRESSED IN: 13 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: Toll-Interleukin receptor (InterPro:IPR000157); BEST Arabidopsis thaliana protein match is: Disease resistance protein (TIR-NBS-LRR class) family (TAIR:AT3G44480.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."	---	---	--
POPTR_0004s18160.1	7.905218982	17.56287842	2.221681456	467	1893	0.0	0.040111888	255	DEG	AT1G68000.1	phosphatidylinositol synthase 1	phosphatidylinositol synthase 1	"phosphatidylinositol synthase 1 (PIS1); CONTAINS InterPro DOMAIN/s: CDP-alcohol phosphatidyltransferase (InterPro:IPR000462), CDP-diacylglycerol-inositol 3-phosphatidyltransferase, eukaryote (InterPro:IPR014387); BEST Arabidopsis thaliana protein match is: probable CDP-diacylglycerol--inositol 3-phosphatidyltransferase 2 (TAIR:AT4G38570.1); Has 2907 Blast hits to 2907 proteins in 1088 species: Archae - 25; Bacteria - 1785; Metazoa - 167; Fungi - 194; Plants - 81; Viruses - 0; Other Eukaryotes - 655 (source: NCBI BLink)."	AT1G68000	PIS1	phosphatidylinositol synthase 
POPTR_1677s00200.1	159.6703519	44.53749771	-3.585076848	40	88	1.0	0.021727273	100	DEG	AT5G40990.1	GDSL lipase 1	Component of plant resistance.  Contains lipase signature motif and GDSL domain.  Directly interferes with the fungal infection process by acting on fungal cell walls through its action as a antimicrobial compound.  Critical component for both local and systemic resistance responses in the incompatible interaction with Alternaria brassicicola in the ethylene-dependent pathway.	"GDSL lipase 1 (GLIP1); CONTAINS InterPro DOMAIN/s: Lipase, GDSL, active site (InterPro:IPR008265), Lipase, GDSL (InterPro:IPR001087); BEST Arabidopsis thaliana protein match is: GDSL-motif lipase 2 (TAIR:AT1G53940.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink)."	AT5G40990	GLIP1	GDSL lipase 
POPTR_0479s00200.1	80.52177709	27.30265585	-2.949228732	93	221	2.0	0.027314286	148	DEG	AT5G40470.1	RNI-like superfamily protein	---	RNI-like superfamily protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: F-box/RNI-like superfamily protein (TAIR:AT4G15475.1); Has 2544 Blast hits to 1647 proteins in 181 species: Archae - 0; Bacteria - 22; Metazoa - 1074; Fungi - 251; Plants - 934; Viruses - 0; Other Eukaryotes - 263 (source: NCBI BLink).	---	---	--
POPTR_0014s11890.1	19.53221823	7.215580228	-2.706950461	261	1242	3.0	0.029265306	157	DEG	AT5G47900.1	Protein of unknown function (DUF1624)	---	Protein of unknown function (DUF1624); CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1624 (InterPro:IPR012429); BEST Arabidopsis thaliana protein match is: Protein of unknown function (DUF1624) (TAIR:AT5G27730.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).	---	---	--
POPTR_0013s14370.1	135.8236209	267.1854332	1.96714998	946	198	0.0	0.048369048	325	DEG	AT1G12470.1	zinc ion binding	---	"zinc ion binding; FUNCTIONS IN: zinc ion binding; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Pep3/Vps18/deep orange (InterPro:IPR007810), Zinc finger, RING-type (InterPro:IPR001841); Has 495 Blast hits to 471 proteins in 206 species: Archae - 0; Bacteria - 2; Metazoa - 170; Fungi - 162; Plants - 42; Viruses - 0; Other Eukaryotes - 119 (source: NCBI BLink)."	---	---	--
POPTR_0001s15900.1	23.95436949	57.23467728	2.389320968	39	456	5.0	0.026853933	145	DEG	AT5G44790.1	copper-exporting ATPase / responsive-to-antagonist 1 / copper-transporting ATPase (RAN1)	ATP dependent copper transporter vital for ethylene response pathway	"RESPONSIVE-TO-ANTAGONIST 1 (RAN1); CONTAINS InterPro DOMAIN/s: Heavy metal transport/detoxification protein (InterPro:IPR006121), ATPase, P type, cation/copper-transporter (InterPro:IPR006403), ATPase, P-type, ATPase-associated domain (InterPro:IPR008250), Heavy-metal-associated, conserved site (InterPro:IPR017969), Haloacid dehalogenase-like hydrolase (InterPro:IPR005834), ATPase, P-type, heavy metal translocating (InterPro:IPR006416), ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter (InterPro:IPR001757), Copper ion-binding (InterPro:IPR006122), ATPase, P-type phosphorylation site (InterPro:IPR018303); BEST Arabidopsis thaliana protein match is: heavy metal atpase 5 (TAIR:AT1G63440.1); Has 47831 Blast hits to 34622 proteins in 3461 species: Archae - 1084; Bacteria - 31583; Metazoa - 5562; Fungi - 2713; Plants - 1975; Viruses - 3; Other Eukaryotes - 4911 (source: NCBI BLink)."	AT5G44790	RAN1	RESPONSIVE-TO-ANTAGONIST 
POPTR_0006s02370.1	142.7571875	53.69476566	-2.658679775	156	164	3.0	0.028117647	150	DEG	AT1G22400.1	UDP-Glycosyltransferase superfamily protein	---	UGT85A1; FUNCTIONS IN: in 6 functions; INVOLVED IN: metabolic process; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 10 growth stages; CONTAINS InterPro DOMAIN/s: UDP-glucuronosyl/UDP-glucosyltransferase (InterPro:IPR002213); BEST Arabidopsis thaliana protein match is: UDP-glucosyl transferase 85A3 (TAIR:AT1G22380.1); Has 7940 Blast hits to 7832 proteins in 421 species: Archae - 0; Bacteria - 227; Metazoa - 2330; Fungi - 36; Plants - 5216; Viruses - 60; Other Eukaryotes - 71 (source: NCBI BLink).	AT1G22400	UGT85A1	--
POPTR_0019s09090.1	16.06209185	46.17534777	2.874802872	2188	596	8.0	0.035082569	203	DEG	AT3G10850.1	Metallo-hydrolase/oxidoreductase superfamily protein	"glyoxalase II cytoplasmic isozyme (Glx2-2) mRNA, complete"	"GLY2; FUNCTIONS IN: hydroxyacylglutathione hydrolase activity; INVOLVED IN: methylglyoxal catabolic process to D-lactate; LOCATED IN: endomembrane system, cytoplasm; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Beta-lactamase-like (InterPro:IPR001279), Hydroxyacylglutathione hydrolase (InterPro:IPR017782); BEST Arabidopsis thaliana protein match is: glyoxalase 2-4 (TAIR:AT1G06130.2); Has 13211 Blast hits to 13207 proteins in 2289 species: Archae - 256; Bacteria - 8297; Metazoa - 430; Fungi - 311; Plants - 206; Viruses - 0; Other Eukaryotes - 3711 (source: NCBI BLink)."	AT3G10850	GLY2	--
POPTR_0001s33220.1	11.09689427	22.23882508	2.00405848	620	1474	0.0	0.04566879	297	DEG	AT3G26890.5	---	---	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G41110.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).	---	---	--
POPTR_0002s11100.1	272.2624394	131.3096483	-2.073438189	216	189	0.0	0.048445946	326	DEG	AT4G24430.1	Rhamnogalacturonate lyase family protein	---	"Rhamnogalacturonate lyase family protein; FUNCTIONS IN: lyase activity; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 9 plant structures; EXPRESSED DURING: 4 anthesis, petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: Rhamnogalacturonate lyase (InterPro:IPR010325), Carbohydrate-binding-like fold (InterPro:IPR013784), Galactose-binding domain-like (InterPro:IPR008979); BEST Arabidopsis thaliana protein match is: Rhamnogalacturonate lyase family protein (TAIR:AT1G09890.1); Has 287 Blast hits to 273 proteins in 60 species: Archae - 0; Bacteria - 42; Metazoa - 0; Fungi - 83; Plants - 162; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."	---	---	--
POPTR_0016s14250.1	237.5713304	573.2295725	2.412873521	180	85	5.0	0.026555556	142	DEG	AT1G29690.1	MAC/Perforin domain-containing protein	"Encodes a protein containing a domain with significant homology to the MACPF (membrane attack complex and perforin) domain of complements and perforin proteins that are involved in innate immunity in animals. Transgenic <i>cad1-1</i> mutant plants show lesions seen in the hypersensitive response, as well as a spontaneous activation of expression of pathogenesis-related genes and leading to a 32-fold increase in salicylic acid (SA). CAD1 is postulated to act as a negative regulator controlling SA-mediated pathway of programmed cell death in plant immunity."	constitutively activated cell death 1 (CAD1); CONTAINS InterPro DOMAIN/s: Membrane attack complex component/perforin (MACPF) domain (InterPro:IPR020864); BEST Arabidopsis thaliana protein match is: MAC/Perforin domain-containing protein (TAIR:AT4G24290.2); Has 226 Blast hits to 225 proteins in 30 species: Archae - 0; Bacteria - 6; Metazoa - 14; Fungi - 0; Plants - 200; Viruses - 0; Other Eukaryotes - 6 (source: NCBI BLink).	AT1G29690	CAD1	constitutively activated cell death 
POPTR_0007s07860.1	42.08448617	89.77591853	2.133230715	177	415	0.0	0.041986486	265	DEG	AT3G18620.1	DHHC-type zinc finger family protein	---	"DHHC-type zinc finger family protein; FUNCTIONS IN: zinc ion binding; CONTAINS InterPro DOMAIN/s: Zinc finger, DHHC-type (InterPro:IPR001594); BEST Arabidopsis thaliana protein match is: Ankyrin repeat family protein with DHHC zinc finger domain (TAIR:AT2G14255.1); Has 4961 Blast hits to 4959 proteins in 248 species: Archae - 0; Bacteria - 0; Metazoa - 2163; Fungi - 692; Plants - 838; Viruses - 0; Other Eukaryotes - 1268 (source: NCBI BLink)."	---	---	--
POPTR_0001s20880.1	221.2861925	545.4493187	2.464904441	2046	43	4.0	0.0239	120	DEG	AT1G52520.1	FAR1-related sequence 6	---	"FAR1-related sequence 6 (FRS6); FUNCTIONS IN: zinc ion binding; INVOLVED IN: response to red or far red light; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 12 growth stages; CONTAINS InterPro DOMAIN/s: MULE transposase, conserved domain (InterPro:IPR018289), Zinc finger, PMZ-type (InterPro:IPR006564), Transcription factor, FAR1-related (InterPro:IPR004330), Zinc finger, SWIM-type (InterPro:IPR007527); BEST Arabidopsis thaliana protein match is: FAR1-related sequence 8 (TAIR:AT1G80010.1); Has 1626 Blast hits to 1478 proteins in 38 species: Archae - 0; Bacteria - 0; Metazoa - 10; Fungi - 91; Plants - 1518; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink)."	AT1G52520	FRS6	FAR1-related sequence 
POPTR_0006s09730.2	74.587722	214.0384358	2.869620228	1005	119	4.0	0.023604938	118	DEG	AT3G09090.1	defective in exine formation protein (DEX1)	Encodes DEX1 (defective in exine formation).  Required for exine pattern formation during pollen development.	DEFECTIVE IN EXINE FORMATION 1 (DEX1); CONTAINS InterPro DOMAIN/s: FG-GAP (InterPro:IPR013517); Has 2821 Blast hits to 1844 proteins in 419 species: Archae - 49; Bacteria - 1116; Metazoa - 317; Fungi - 227; Plants - 62; Viruses - 5; Other Eukaryotes - 1045 (source: NCBI BLink).	AT3G09090	DEX1	DEFECTIVE IN EXINE FORMATION 
POPTR_0015s09620.1	147.8651778	300.3106636	2.030976245	149	187	0.0	0.04509434	291	DEG	AT5G56670.1	Ribosomal protein S30 family protein	---	"Ribosomal protein S30 family protein; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: cytosolic small ribosomal subunit, ribosome; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein S30 (InterPro:IPR006846); BEST Arabidopsis thaliana protein match is: Ribosomal protein S30 family protein (TAIR:AT4G29390.1); Has 682 Blast hits to 682 proteins in 246 species: Archae - 2; Bacteria - 0; Metazoa - 304; Fungi - 135; Plants - 106; Viruses - 1; Other Eukaryotes - 134 (source: NCBI BLink)."	---	---	--
POPTR_0010s12180.1	72.06900925	25.41809311	-2.835342878	34	260	2.0	0.026555556	143	DEG	AT1G23100.1	GroES-like family protein	---	"GroES-like family protein; FUNCTIONS IN: ATP binding; INVOLVED IN: protein folding; LOCATED IN: mitochondrion; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 11 growth stages; CONTAINS InterPro DOMAIN/s: Chaperonin Cpn10 (InterPro:IPR020818), GroES-like (InterPro:IPR011032), Chaperonin Cpn10, conserved site (InterPro:IPR018369), Chaperonin Cpn10, subgroup (InterPro:IPR001476); BEST Arabidopsis thaliana protein match is: chaperonin 10 (TAIR:AT1G14980.1); Has 8300 Blast hits to 8204 proteins in 2528 species: Archae - 1; Bacteria - 5400; Metazoa - 324; Fungi - 119; Plants - 327; Viruses - 2; Other Eukaryotes - 2127 (source: NCBI BLink)."	---	---	--
POPTR_0010s10980.1	118.5061076	49.65985082	-2.386356497	3366	97	3.0	0.027576923	149	DEG	AT1G09290.1	---	---	unknown protein; Has 73 Blast hits to 71 proteins in 26 species: Archae - 0; Bacteria - 0; Metazoa - 5; Fungi - 11; Plants - 54; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink).	---	---	--
POPTR_0014s09690.1	6.374079156	15.06333414	2.363217302	201	2087	6.0	0.02956701	160	DEG	AT1G01220.1	L-fucokinase/GDP-L-fucose pyrophosphorylase	Encodes a bifunctional enzyme that has both L-fucokinase and GDP-L-fucose pyrophosphorylase activities. It catalyzes the two steps of the L-fucose salvage pathway for the generation of activated GDP-L-fucose. This pathway seems to be of minor importance for cell wall polysaccharide biosynthesis compared to the de novo GDP-L-fucose biosynthesis pathway in Arabidopsis.	"L-fucokinase/GDP-L-fucose pyrophosphorylase (FKGP); FUNCTIONS IN: fucose-1-phosphate guanylyltransferase activity, fucokinase activity, ATP binding, galactokinase activity; INVOLVED IN: GDP-L-fucose salvage; LOCATED IN: cytoplasm; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Mevalonate/galactokinase (InterPro:IPR006206), Ribosomal protein S5 domain 2-type fold (InterPro:IPR020568), GHMP kinase (InterPro:IPR006204), L-fucokinase (InterPro:IPR012887), Ribosomal protein S5 domain 2-type fold, subgroup (InterPro:IPR014721), GHMP kinase, C-terminal (InterPro:IPR013750); Has 1878 Blast hits to 1819 proteins in 539 species: Archae - 59; Bacteria - 918; Metazoa - 155; Fungi - 3; Plants - 87; Viruses - 3; Other Eukaryotes - 653 (source: NCBI BLink)."	AT1G01220	FKGP	L-fucokinase/GDP-L-fucose pyrophosphorylas
POPTR_0007s13810.1	117.5395668	237.8742805	2.023780477	642	231	0.0	0.047244186	315	DEG	AT4G36195.3	Serine carboxypeptidase S28 family protein	---	Serine carboxypeptidase S28 family protein; FUNCTIONS IN: serine-type peptidase activity; INVOLVED IN: proteolysis; EXPRESSED IN: guard cell; CONTAINS InterPro DOMAIN/s: Peptidase S28 (InterPro:IPR008758); BEST Arabidopsis thaliana protein match is: Serine carboxypeptidase S28 family protein (TAIR:AT4G36190.1).	---	---	--
POPTR_0002s08140.1	307.203861	135.5848843	-2.265767771	577	131	0.0	0.044184874	279	DEG	AT3G19910.1	RING/U-box superfamily protein	---	"RING/U-box superfamily protein; FUNCTIONS IN: zinc ion binding; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, RING-type (InterPro:IPR001841), Zinc finger, C3HC4 RING-type (InterPro:IPR018957); BEST Arabidopsis thaliana protein match is: RING/U-box superfamily protein (TAIR:AT3G63530.2); Has 15086 Blast hits to 12507 proteins in 429 species: Archae - 8; Bacteria - 555; Metazoa - 4333; Fungi - 1497; Plants - 5032; Viruses - 175; Other Eukaryotes - 3486 (source: NCBI BLink)."	---	---	--
POPTR_0009s06820.1	35.29292524	15.99238747	-2.206857814	1219	709	0.0	0.041565217	262	DEG	AT3G12650.1	---	---	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; Has 31 Blast hits to 31 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 31; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	---	---	--
